satisfaction,important_recognitionAchievements,satisfied_careerAdvance,satisfied_recognitionAchievements,age,gender,ethnicity,country
2,Somewhat important,4,2,26-30 years,Female,White,United States
4,Somewhat important,1,4,26-30 years,Male,I prefer to self-describe,Australia
5,Somewhat important,4,4,26-30 years,Female,White,United Kingdom
2,Somewhat important,2,2,31-40 years,Female,White,United Kingdom
4,Somewhat important,4,4,31-40 years,Female,White,United Kingdom
4,Somewhat important,5,5,26-30 years,Male,Asian,"China, Republic of"
5,Somewhat important,5,4,41-50 years,Male,Hispanic / Latino,United States
4,Somewhat important,4,4,31-40 years,Female,White,United States
5,Somewhat important,4,2,51-60 years,Female,Hispanic / Latino,United States
4,Somewhat important,4,2,26-30 years,Male,White,United States
2,Somewhat important,2,2,61-70 years,Male,White,United States
4,Somewhat important,2,4,41-50 years,Female,White,United Kingdom
5,Somewhat important,4,4,41-50 years,Male,White,Spain
2,Somewhat important,2,2,61-70 years,Female,White,United States
1,Somewhat important,1,1,31-40 years,Female,Asian,United States
1,Somewhat important,1,1,31-40 years,Female,White,United Kingdom
2,Somewhat important,4,2,31-40 years,Female,White,United States
2,Somewhat important,2,5,41-50 years,Female,White,United States
4,Somewhat important,4,2,31-40 years,Female,White,United States
1,Somewhat important,1,1,31-40 years,Female,White,United Kingdom
4,Somewhat important,4,4,51-60 years,Male,White,Canada
4,Somewhat important,2,4,31-40 years,Female,White,United Kingdom
4,Somewhat important,4,4,41-50 years,Female,White,United States
2,Somewhat important,4,2,31-40 years,Female,White,Denmark
2,Somewhat important,1,2,31-40 years,Female,White,United Kingdom
1,Somewhat important,5,4,61-70 years,Male,Hispanic / Latino,Colombia
5,Somewhat important,5,5,31-40 years,Male,Hispanic / Latino,United States
5,Somewhat important,4,4,61-70 years,Male,I’d prefer not to say,United States
5,Somewhat important,4,4,61-70 years,Male,White,United States
1,Somewhat important,2,1,31-40 years,Female,Hispanic / Latino,Brazil
1,Somewhat important,4,4,51-60 years,Male,White,United States
5,Somewhat important,4,5,61-70 years,Female,White,Israel
4,Somewhat important,4,4,51-60 years,Male,White,France
5,Somewhat important,4,4,31-40 years,Male,White,United States
4,Somewhat important,4,5,26-30 years,Female,Hispanic / Latino,Mexico
4,Somewhat important,1,4,31-40 years,Male,White,United States
5,Somewhat important,4,4,51-60 years,Female,Asian,United States
5,Somewhat important,4,4,31-40 years,Female,White,United States
5,Somewhat important,4,5,51-60 years,Male,White,United States
5,Somewhat important,4,5,41-50 years,Female,White,United States
5,Somewhat important,4,5,51-60 years,Male,White,United States
5,Somewhat important,4,4,51-60 years,Female,White,United States
2,Somewhat important,4,2,61-70 years,Female,White,United States
2,Somewhat important,1,1,51-60 years,Male,White,United Kingdom
3,Somewhat important,1,4,51-60 years,Female,White,Australia
1,Somewhat important,1,2,31-40 years,Female,White,United States
4,Somewhat important,1,2,61-70 years,Male,White,Spain
4,Somewhat important,2,4,51-60 years,Female,I prefer to self-describe,Australia
5,Somewhat important,5,4,31-40 years,Female,White,United States
4,Somewhat important,2,4,26-30 years,Male,White,France
4,Somewhat important,4,4,41-50 years,Male,White,Australia
4,Somewhat important,5,4,22-25 years,Female,White,New Zealand
4,Somewhat important,4,4,51-60 years,Female,Asian,India
4,Somewhat important,4,4,51-60 years,Female,White,United States
5,Somewhat important,4,4,31-40 years,Female,White,Canada
4,Somewhat important,2,4,31-40 years,Female,White,United States
3,Somewhat important,1,2,41-50 years,Male,White,Australia
2,Somewhat important,2,2,51-60 years,Male,Asian,Hong Kong
4,Somewhat important,2,2,31-40 years,Male,White,Australia
4,Somewhat important,5,4,31-40 years,Male,White,"China, Republic of"
2,Somewhat important,1,2,26-30 years,Female,Asian,United States
2,Somewhat important,2,2,26-30 years,Male,Asian,"China, Republic of"
4,Somewhat important,4,4,31-40 years,Female,Asian,"China, Republic of"
4,Somewhat important,4,5,41-50 years,Male,Asian,"China, Republic of"
2,Somewhat important,2,4,26-30 years,Male,Asian,United States
3,Somewhat important,4,4,26-30 years,Male,Asian,"China, Republic of"
4,Somewhat important,2,4,26-30 years,Female,Asian,"China, Republic of"
2,Somewhat important,2,4,31-40 years,Female,Asian,"China, Republic of"
4,Somewhat important,2,4,26-30 years,Female,Asian,"China, Republic of"
4,Somewhat important,4,5,26-30 years,Male,Asian,"China, Republic of"
4,Somewhat important,4,4,26-30 years,Male,Asian,"China, Republic of"
2,Somewhat important,2,2,26-30 years,Male,Asian,"China, Republic of"
4,Somewhat important,4,4,31-40 years,Male,Asian,"China, Republic of"
4,Somewhat important,1,2,41-50 years,Female,White,Germany
3,Somewhat important,5,4,26-30 years,Female,Asian,"China, Republic of"
1,Somewhat important,1,1,61-70 years,Male,White,United Kingdom
2,Somewhat important,4,4,41-50 years,Female,White,Spain
4,Somewhat important,4,5,51-60 years,Male,White,United States
4,Somewhat important,2,4,31-40 years,Female,White,United Kingdom
5,Somewhat important,4,4,31-40 years,Female,White,Germany
4,Somewhat important,2,4,31-40 years,Female,White,Czech Republic
5,Somewhat important,2,2,31-40 years,Male,White,France
4,Somewhat important,2,2,31-40 years,Male,Asian,"China, Republic of"
4,Somewhat important,4,2,22-25 years,Male,I prefer to self-describe,India
3,Somewhat important,2,2,26-30 years,Male,Asian,"China, Republic of"
4,Somewhat important,4,4,51-60 years,Male,White,United Kingdom
3,Somewhat important,2,4,31-40 years,Female,Asian,"China, Republic of"
1,Somewhat important,1,1,31-40 years,Male,White,Brazil
5,Somewhat important,4,5,61-70 years,Female,I prefer to self-describe,Brazil
4,Somewhat important,4,2,41-50 years,Female,White,United States
4,Somewhat important,1,4,31-40 years,Female,White,United States
1,Somewhat important,1,1,41-50 years,Male,I prefer to self-describe,Tunisia
4,Somewhat important,4,2,26-30 years,Male,White,United States
3,Somewhat important,2,4,41-50 years,Male,White,United States
2,Somewhat important,2,2,26-30 years,Female,White,South Africa
4,Somewhat important,4,4,31-40 years,Female,White,United States
2,Somewhat important,1,1,31-40 years,Female,Asian,"China, Republic of"
4,Somewhat important,4,4,31-40 years,Female,Asian,"China, Republic of"
2,Somewhat important,1,2,31-40 years,Male,I prefer to self-describe,Germany
4,Somewhat important,1,2,61-70 years,Female,White,Portugal
2,Somewhat important,1,1,31-40 years,Female,Asian,United Kingdom
4,Somewhat important,5,5,41-50 years,Female,White,United States
4,Somewhat important,2,4,41-50 years,Female,White,United States
5,Somewhat important,4,5,31-40 years,Male,White,United States
2,Somewhat important,2,4,31-40 years,Female,Mixed ethnicity,United States
5,Somewhat important,5,5,51-60 years,Female,White,United States
5,Somewhat important,5,5,41-50 years,Male,White,United States
5,Somewhat important,4,4,51-60 years,Male,White,United States
4,Somewhat important,4,2,31-40 years,Female,Hispanic / Latino,United States
3,Somewhat important,1,2,51-60 years,Male,White,Argentina
4,Somewhat important,4,4,31-40 years,Female,White,United States
2,Somewhat important,1,1,41-50 years,Female,Hispanic / Latino,Mexico
4,Somewhat important,2,5,41-50 years,Female,White,United States
4,Somewhat important,2,4,31-40 years,Female,White,Germany
4,Somewhat important,1,2,31-40 years,Male,White,Japan
4,Somewhat important,4,4,31-40 years,Female,White,United Kingdom
5,Somewhat important,5,4,31-40 years,Female,White,Germany
5,Somewhat important,4,5,41-50 years,Male,White,Spain
4,Somewhat important,1,2,31-40 years,Male,White,United Kingdom
5,Somewhat important,5,5,31-40 years,Non-binary,White,United States
4,Somewhat important,5,5,41-50 years,Male,White,United States
5,Somewhat important,4,4,26-30 years,Female,White,United Kingdom
4,Somewhat important,4,5,31-40 years,Male,White,United States
5,Somewhat important,5,5,61-70 years,Female,White,United States
2,Somewhat important,1,2,31-40 years,Male,White,Brazil
1,Somewhat important,1,4,41-50 years,Male,White,United States
2,Somewhat important,4,4,31-40 years,Female,White,United States
2,Somewhat important,2,2,31-40 years,Female,White,Canada
4,Somewhat important,5,4,26-30 years,Female,White,United States
2,Somewhat important,2,4,31-40 years,Female,White,United States
2,Somewhat important,1,1,31-40 years,Female,White,United States
3,Somewhat important,2,2,31-40 years,Female,White,United States
4,Somewhat important,4,4,41-50 years,Female,Asian,Canada
5,Somewhat important,4,5,31-40 years,Male,White,United States
4,Somewhat important,2,2,41-50 years,Male,Asian,United States
4,Somewhat important,5,4,31-40 years,Female,White,Canada
4,Somewhat important,2,2,31-40 years,Male,White,United States
4,Somewhat important,2,4,31-40 years,Female,White,United States
1,Somewhat important,2,1,31-40 years,Male,White,Poland
3,Somewhat important,2,1,31-40 years,Male,White,Switzerland
2,Somewhat important,2,5,26-30 years,Male,White,Ireland
2,Somewhat important,1,1,51-60 years,Male,White,Germany
4,Somewhat important,2,4,31-40 years,Female,White,United States
4,Somewhat important,2,5,31-40 years,Female,White,United States
4,Somewhat important,4,4,31-40 years,Male,Asian,India
2,Somewhat important,1,2,41-50 years,Female,White,United Kingdom
1,Somewhat important,1,1,51-60 years,Male,White,United Kingdom
4,Somewhat important,2,4,71-80 years,Male,White,United States
5,Somewhat important,5,5,31-40 years,Female,White,United States
1,Somewhat important,1,2,31-40 years,Female,Hispanic / Latino,Brazil
2,Somewhat important,1,2,31-40 years,Female,White,United States
3,Somewhat important,4,4,I’d prefer not to say,Male,I’d prefer not to say,United States
5,Somewhat important,5,4,22-25 years,Female,Hispanic / Latino,United States
4,Somewhat important,4,4,61-70 years,Male,White,United States
4,Somewhat important,4,4,18-21 years,Male,Asian,United States
2,Somewhat important,5,4,22-25 years,Non-binary,White,United States
4,Somewhat important,4,4,31-40 years,Male,White,United States
4,Somewhat important,4,4,51-60 years,Female,White,United States
5,Somewhat important,5,4,61-70 years,Female,White,United States
3,Somewhat important,1,4,31-40 years,Male,White,United Kingdom
4,Somewhat important,2,4,26-30 years,Female,White,United States
4,Somewhat important,4,4,31-40 years,Female,White,United States
2,Somewhat important,2,2,51-60 years,Female,White,United States
1,Somewhat important,1,1,31-40 years,Female,Hispanic / Latino,United States
2,Somewhat important,2,2,51-60 years,Female,White,United States
4,Somewhat important,2,1,26-30 years,Female,White,United States
5,Somewhat important,4,5,41-50 years,Female,White,United States
5,Somewhat important,2,4,31-40 years,Female,Hispanic / Latino,Ecuador
5,Somewhat important,2,4,31-40 years,Female,Hispanic / Latino,United States
4,Somewhat important,4,5,31-40 years,Male,I prefer to self-describe,United States
5,Somewhat important,4,4,31-40 years,Male,Hispanic / Latino,Spain
5,Somewhat important,4,5,31-40 years,Male,White,United States
4,Somewhat important,4,4,31-40 years,Female,I’d prefer not to say,Spain
4,Somewhat important,4,2,51-60 years,Female,Asian,India
4,Somewhat important,4,4,41-50 years,Female,White,United States
4,Somewhat important,4,5,18-21 years,Male,White,United Kingdom
4,Somewhat important,4,4,26-30 years,Female,White,United States
4,Somewhat important,4,4,51-60 years,Male,White,United Kingdom
4,Somewhat important,2,2,41-50 years,Female,White,Czech Republic
4,Somewhat important,4,4,41-50 years,Male,Asian,Iran
4,Somewhat important,5,4,51-60 years,Female,White,Italy
5,Somewhat important,4,5,51-60 years,Female,White,United States
4,Somewhat important,2,4,22-25 years,Female,White,New Zealand
4,Somewhat important,1,2,61-70 years,Male,I prefer to self-describe,Australia
5,Somewhat important,5,4,51-60 years,Female,White,Spain
1,Somewhat important,1,4,41-50 years,Male,White,Germany
4,Somewhat important,4,5,31-40 years,Female,Hispanic / Latino,Germany
5,Somewhat important,4,2,31-40 years,Female,White,United States
2,Somewhat important,2,2,26-30 years,Female,Hispanic / Latino,Argentina
2,Somewhat important,1,1,41-50 years,Male,White,Portugal
5,Somewhat important,5,4,26-30 years,Female,White,United Kingdom
3,Somewhat important,2,4,31-40 years,Male,White,United Kingdom
2,Somewhat important,1,2,31-40 years,Female,Asian,"China, Republic of"
5,Somewhat important,5,4,41-50 years,Male,White,United States
4,Somewhat important,2,4,31-40 years,Male,White,United States
4,Somewhat important,4,4,31-40 years,Male,Asian,"China, Republic of"
1,Somewhat important,1,1,31-40 years,Male,Asian,"China, Republic of"
3,Somewhat important,4,1,31-40 years,Female,White,Austria
4,Somewhat important,5,5,51-60 years,Female,White,United States
3,Somewhat important,2,2,31-40 years,Female,White,United Kingdom
3,Somewhat important,1,2,26-30 years,Male,Asian,"China, Republic of"
2,Somewhat important,1,2,61-70 years,Male,White,United States
4,Somewhat important,4,4,22-25 years,Female,Asian,United States
2,Somewhat important,1,4,31-40 years,Male,White,United States
3,Somewhat important,2,2,31-40 years,Male,White,Switzerland
1,Somewhat important,1,1,41-50 years,Female,Asian,United States
2,Somewhat important,1,2,31-40 years,Female,White,United Kingdom
1,Somewhat important,1,1,41-50 years,Female,Hispanic / Latino,Australia
1,Somewhat important,1,1,31-40 years,Female,Black / African American / Caribbean,United States
2,Somewhat important,1,2,51-60 years,Male,Mixed ethnicity,United States
4,Somewhat important,4,4,51-60 years,Male,White,Greece
3,Somewhat important,2,2,31-40 years,Female,Asian,"China, Republic of"
1,Somewhat important,1,1,31-40 years,Female,White,United States
5,Somewhat important,5,5,31-40 years,Female,White,United States
4,Somewhat important,4,4,41-50 years,Female,White,United States
4,Somewhat important,4,4,22-25 years,Female,Asian,"China, Republic of"
5,Somewhat important,4,5,41-50 years,Male,White,Canada
1,Somewhat important,1,1,26-30 years,Female,Asian,United Kingdom
2,Somewhat important,2,4,51-60 years,Female,White,United Kingdom
2,Somewhat important,1,2,41-50 years,Male,White,France
4,Somewhat important,4,4,31-40 years,Male,Asian,United States
2,Somewhat important,1,1,51-60 years,Female,White,United Kingdom
4,Somewhat important,5,5,31-40 years,Male,White,United States
4,Somewhat important,5,4,31-40 years,Male,White,United States
2,Somewhat important,1,1,41-50 years,I’d prefer not to say,Asian,Malaysia
4,Somewhat important,1,5,31-40 years,Female,I’d prefer not to say,Germany
1,Somewhat important,1,2,31-40 years,Male,White,United States
4,Somewhat important,4,4,51-60 years,Female,Asian,Japan
2,Somewhat important,4,2,22-25 years,Male,Asian,"China, Republic of"
5,Somewhat important,5,5,26-30 years,Female,White,United States
1,Somewhat important,4,2,51-60 years,Male,White,United States
2,Somewhat important,1,4,31-40 years,Male,Asian,United Kingdom
4,Somewhat important,4,4,31-40 years,Female,Asian,"China, Republic of"
5,Somewhat important,5,5,31-40 years,Male,Asian,New Zealand
4,Somewhat important,2,4,31-40 years,Female,White,Canada
2,Somewhat important,1,1,31-40 years,Female,White,Canada
5,Somewhat important,5,5,31-40 years,Male,Hispanic / Latino,"Korea, South"
1,Somewhat important,2,2,61-70 years,Female,White,United States
4,Somewhat important,4,5,41-50 years,Female,White,United States
5,Somewhat important,4,4,31-40 years,Male,White,United States
2,Somewhat important,5,5,41-50 years,Male,White,United States
3,Somewhat important,2,2,41-50 years,Male,White,Spain
2,Somewhat important,4,5,31-40 years,Male,Asian,"China, Republic of"
4,Somewhat important,1,1,41-50 years,Female,I’d prefer not to say,United States
1,Somewhat important,1,1,31-40 years,Male,White,United States
5,Somewhat important,4,4,51-60 years,Male,White,Brazil
2,Somewhat important,4,4,31-40 years,Male,Mixed ethnicity,United Kingdom
4,Somewhat important,4,4,31-40 years,Male,Asian,United States
5,Somewhat important,2,1,31-40 years,Male,White,United States
1,Somewhat important,2,4,31-40 years,Male,Asian,United States
1,Somewhat important,1,1,31-40 years,Female,White,United States
4,Somewhat important,5,4,41-50 years,Male,I’d prefer not to say,Switzerland
1,Somewhat important,5,4,51-60 years,Male,Asian,Myanmar
1,Somewhat important,1,1,31-40 years,Female,Asian,"China, Republic of"
4,Somewhat important,2,2,51-60 years,Female,White,Finland
4,Somewhat important,4,4,51-60 years,Male,Hispanic / Latino,Mexico
4,Somewhat important,2,4,61-70 years,Male,Hispanic / Latino,Argentina
5,Somewhat important,5,4,31-40 years,Female,White,United States
4,Somewhat important,4,4,22-25 years,Female,White,United Kingdom
